t,T,T_eff,L,rho,R,X
38379324.69773384,27162428.907602258,16333.642216288445,11.25873166357284,19.162661819955098,0.419017169243415,0.9478828859141496
38678288.63407748,27305835.64124874,16380.344696139982,11.26928740280071,19.466386637743184,0.4168264938778037,0.947581446082191
39272037.29466322,27244912.680040315,16368.90528817549,11.302169452600804,19.300426312850384,0.41801782030227347,0.9468805873583573
39568911.62495609,27344479.047703195,16402.387681856188,11.314301891681207,19.50709503547937,0.4165363403749132,0.9465652495054302
39865785.95524895,27211400.98796418,16365.74607552614,11.334376928176418,19.19597532379053,0.41877463554203304,0.9461839125798558
40454590.21359958,27287871.76485088,16395.715159798478,11.362635723702496,19.335498411852026,0.4177649238722171,0.945525013025365
40748992.34277488,27199686.744612973,16372.576673435007,11.381270003172403,19.125285029402153,0.4192899551654761,0.9451561037146124
41043394.471950196,27334271.173931595,16416.647671355506,11.392170109728864,19.408366384458223,0.417241440692023,0.944853584042767
41642509.51236288,27276893.716560725,16406.41428661909,11.425935436362906,19.25024244253858,0.4183807516503237,0.9441401128116563
41942067.03256922,27374348.95526975,16439.36693398539,11.4385936504315,19.451065458500434,0.41693590686252013,0.9438171388824045
42241624.55277556,27243266.19577544,16403.36693136499,11.459154851387485,19.145244859993806,0.4191441945764255,0.9434295890438801
42831565.38633728,27321559.840012766,16434.012957280167,11.488078457089102,19.287790020214974,0.41810908775496813,0.9427623404048897
43126535.80311815,27229378.790547904,16409.69583366905,11.50728152874833,19.069349905317665,0.41969951539160993,0.9423878359486002
43421506.219899006,27370547.036339503,16455.845496772454,11.51827420454134,19.36564183924631,0.41754805514865007,0.9420826894363948
44007384.9316446,27309252.642678093,16444.351286180994,11.552213723106053,19.19970075213115,0.41874754803977415,0.9413759535766015
44300324.287517406,27410803.15168377,16478.533481560677,11.564683371396377,19.40897232276718,0.41723709862451874,0.9410580925464338
44593263.64339021,27274368.885591995,16440.850447559995,11.585499795405092,19.092610844836962,0.4195290031364954,0.9406730022617996
45166613.7472565,27353160.054203715,16471.562706084733,11.614179035191246,19.236136812907933,0.4184829912019624,0.9400178582841427
45453288.79918965,27262353.164657347,16447.58159837377,11.633277699387323,19.021771631300968,0.42004914901503715,0.9396499140999343
45739963.8511228,27400432.522035673,16492.783482821855,11.644216246975185,19.31035067730919,0.4179461959840458,0.93934983065339
46320084.81260414,27342217.007316384,16482.225046830168,11.678472853224859,19.15171908976494,0.419096958753038,0.9386433412410116
46610145.29334481,27439647.509649258,16515.202960429175,11.691243841247292,19.351036048301236,0.417653081150999,0.9383238761181519
46900205.77408548,27309126.483952813,16479.280642016565,11.712113027722104,19.048835222949563,0.41985012675694705,0.9379402470714628
47475852.70311925,27386267.226768322,16509.633964521297,11.741653632363978,19.187684934684334,0.41883493992979387,0.9372744203162486
47763676.167636134,27295870.56321911,16485.81316818776,11.761208337864574,18.974753209559648,0.42039581592651865,0.9369014804091406
48051499.63215302,27434450.045829218,16531.263562782187,11.772486722176511,19.263082942213245,0.41828776874886037,0.9365963490952034
48627791.23947553,27374236.927796997,16520.13191226149,11.807359390533188,19.10045441720949,0.4194715689596807,0.9358863157630034
48915937.0431368,27475252.456405234,16554.243864585394,11.820214485327531,19.30678073099082,0.41797195469806053,0.9355662972607094
49204082.846798055,27339271.77403572,16516.657452488547,11.841605374345665,18.993670662631278,0.42025619994559116,0.9351796532641663
49766881.26954712,27418805.715838943,16547.692428725382,11.871022062415475,19.137459327570173,0.41920102584539576,0.9345223877933215
50048280.480921656,27326524.553973585,16523.24203212637,11.890686298290648,18.9213889231188,0.4207906612411586,0.9341529888434196
50329679.69229619,27467021.826115448,16569.279600135484,11.90182726102518,19.21290801755364,0.4186515747537367,0.933852302200333
50894639.662694156,27407414.723561212,16558.268018593393,11.936791199475579,19.052407442192493,0.41982388527100456,0.9331486373778999
51177119.647893146,27506397.94288914,16591.76896820744,11.949713264769521,19.25359057177539,0.41835649861507934,0.9328311014261824
51459599.63309213,27373842.219062615,16555.15891754859,11.97108551518679,18.949232861659517,0.42058445741928707,0.9324486283310228
52018968.95635612,27451335.947194546,16585.646087144345,12.001067184495454,19.087821786826844,0.4195640862512632,0.9317874770545679
52298653.61798812,27361167.02769918,16561.836398191026,12.020967039674257,18.877028887471138,0.4211200154402166,0.9314170842867596
52578338.27962011,27499076.72976264,16607.15228595666,12.032401201007005,19.161714301695486,0.4190240757214186,0.9311139390139209
53141708.46685038,27439740.190518733,16596.279296345456,12.068033268306785,19.0020943292876,0.42019409062723595,0.9304048088850345
53423393.560465515,27539611.088722404,16630.11366104763,12.081203135236965,19.204271326894517,0.4187143250690642,0.9300846275727166
53705078.654080644,27405315.13898738,16592.97610071447,12.103033023312703,18.897145500262504,0.42097053049760713,0.9296989272010127
54257809.259170294,27484453.263191156,16623.99285321559,12.133264389967435,19.03870381644552,0.4199245876733576,0.9290388658096103
54534174.56171512,27392148.380555626,16599.514155952722,12.153464363697566,18.824087497225456,0.42151443581517595,0.928668253948898
54810539.86425994,27533065.794369284,16645.785539173943,12.164893814096104,19.114154613067914,0.41937132533840943,0.9283662155608382
55363536.1522643,27472699.77887719,16634.54650479384,12.200725055227046,18.953051425283196,0.4205562097887965,0.9276620829439236
55640034.29626648,27573056.17801751,16668.53598695518,12.21389171031543,19.15558645999022,0.41906875266998167,0.9273446523277815
55916532.44026866,27438458.07540806,16631.251233618514,12.235865062402853,18.849044279367124,0.42132832045221913,0.92696158947241
56461208.213226944,27516903.76005757,16662.06904879255,12.266340984946977,18.988595269552,0.4202936395309339,0.9263038449430594
56733546.09970609,27425924.425116412,16637.962538588872,12.286666472060038,18.77766371861448,0.4218615181982373,0.9259349698115922
57005883.98618524,27564774.978691578,16683.639664175065,12.298233314765886,19.062178163710023,0.41975214314922615,0.9256335466261002
57554877.63055399,27505502.25415892,16672.757448519384,12.334564579362025,18.903867599875202,0.4209206264006124,0.9249272622155855
57829374.452738374,27604940.713390548,16706.51749124311,12.347975476233895,19.103535481556854,0.4194490166179111,0.9246082329571751
58103871.27492275,27471464.977598943,16669.557176313476,12.370231132405271,18.800502840135024,0.4216906211615384,0.9242243175318281
58644904.915942624,27550108.790825624,16700.502284115333,12.401190167504225,18.9397375453738,0.4206547314527161,0.9235637079554379
58915421.736452565,27458317.040323064,16676.14679985017,12.42186131030068,18.72776933642873,0.4222358260798002,0.9231931930580073
59185938.5569625,27598667.234408896,16722.340766189565,12.43356779121216,19.014310154540475,0.42010408618361356,0.922890665782362
59727851.99464522,27538286.62826928,16711.107655378222,12.470297411807806,18.854195821714157,0.42128994370013684,0.9221854968444682
59998808.71348658,27639128.76450563,16745.321980727644,12.483767388745159,19.056113127232557,0.41979667027818707,0.9218675165067969
60269765.43232794,27503710.575238436,16707.7357308845,12.506330086701329,18.75005568241393,0.4220684696975972,0.9214838260625415
60801979.3875013,27582858.326986782,16738.83332745412,12.537435238739077,18.889908940545908,0.4210242803500028,0.9208270527408792
61068086.365087986,27490998.329053216,16714.420133389172,12.55825849893173,18.67865356330427,0.42260559377818024,0.9204584753303467
61334193.342674665,27631125.40538916,16760.573669606587,12.570005211607853,18.963648527127695,0.42047785799931675,0.9201576798189905
61869436.31539589,27571393.583179947,16749.526849347032,12.607086984300048,18.805502576924894,0.4216532468349412,0.9194537433088077
62137057.8017565,27671215.914429523,16783.461887557598,12.620720491688695,19.00443075683256,0.42017687019944006,0.9191359230022272
62404679.28811712,27537345.514040317,16746.311997986715,12.643466025667019,18.70284432044378,0.4224233120547732,0.9187532666977317
62932799.15831112,27615945.00669306,16777.302695684943,12.675057547000648,18.840817355669113,0.42138963646778793,0.9180941206528038
63196859.09340812,27524391.091956303,16752.97716266136,12.696172215432075,18.630931975385923,0.4229661092091193,0.9177245807605352
63460919.028505124,27664370.028120905,16799.14319144203,12.708107245846453,18.91443152384977,0.420842248830052,0.9174225679582229
63991179.38464325,27604232.472048637,16787.983929103608,12.74569410964967,18.75589704071947,0.42202464865031486,0.9167174664502464
